순번,개인법인구분_공통,가중치_공통,(쿼터)업종_공통,(쿼터)종사자_공통,(쿼터)지역_공통,(쿼터)기업성장단계_공통,(쿼터)업력_공통,업력_공통,지역_공통,업종_공통,제조업여부_공통,A14_벤처확인유형_공통,A15_회사주소_시도_공통,A15_회사주소_구군_공통,A16_KSIC코드_공통,A161_1단계업종분류_대_공통,A162_2단계업종분류_중_공통,A163_3단계업종분류_소_공통,A21_창업년도_공통,A22_기업성장단계_공통,A23_제조및비제조_공통,A23_2_아웃소싱_공통,A24_스마티공장도입의향_법인,A25_상장여부_법인,A25_상장년도_법인,A25_상장거래소_법인,B11_대표이사_창업자여부_법인,B12_대표이사_성별_법인,B13_대표이사_연령_법인,B14_대표이사_최종학력_법인,B141_대표이사_전공_법인,B141_대표이사_전공_기타_법인,B15_대표이사_이전근무지_법인,B15_대표이사_이전근무지_기타_법인,B16_대표이사_업무경력분야2_0_법인,B16_대표이사_업무경력분야2_1_법인,B16_대표이사_업무경력분야2_2_법인,B16_대표이사_업무경력분야2_3_법인,B16_대표이사_업무경력분야2_4_법인,B16_대표이사_업무경력분야2_5_법인,B16_대표이사_업무경력분야2_6_법인,B16_대표이사_업무경력분야2_7_법인,B16_대표이사_업무경력분야2_기타_법인,B21_창업자_성별_공통,B22_창업주_창업시연령_공통,B23_창업주_창업시최종학력_공통,B231_창업주_창업시전공_공통,B231_창업주_창업시전공_기타_공통,B24_창업주_이전근무지_공통,B24_창업주_이전근무지_기타_공통,B25_창업주_업무경력분야_0_공통,B25_창업주_업무경력분야_1_공통,B25_창업주_업무경력분야_2_공통,B25_창업주_업무경력분야_3_공통,B25_창업주_업무경력분야_4_공통,B25_창업주_업무경력분야_5_공통,B25_창업주_업무경력분야_6_공통,B25_창업주_업무경력분야_7_공통,B25_창업주_업무경력분야_기타_공통,B261_창업방식형태_공통,B262_창업형태_단독공동_법인,B262_2_멤버수_법인,B2631_창업방식_창업자주요역할_0_공통,B2631_창업방식_창업자주요역할_1_공통,B2631_창업방식_창업자주요역할_2_공통,B2631_창업방식_창업자주요역할_3_공통,B2631_창업방식_창업자주요역할_4_공통,B2631_창업방식_창업자주요역할_기타_공통,B2632_창업방식_공동창업자주요역할_0_법인,B2632_창업방식_공동창업자주요역할_1_법인,B2632_창업방식_공동창업자주요역할_2_법인,B2632_창업방식_공동창업자주요역할_3_법인,B2632_창업방식_공동창업자주요역할_4_법인,B2632_창업방식_공동창업자주요역할_기타_법인,B27_창업시목표시장_법인,B28_창업시관련분야실무경험년수_공통,B29_창업주과거창업경험여부_공통,B291_창업경험및결과_성공_공통,B291_창업경험및결과_실패_공통,B291_창업경험및결과_합계_공통,C11_2017년기준_정규직_남_공통,C11_2017년기준_정규직_여_공통,C11_2017년기준_정규직_합계_공통,C11_2018년기준_정규직_남_공통,C11_2018년기준_정규직_여_공통,C11_2018년기준_정규직_합계_공통,C12_2017년기준_비정규직_남_공통,C12_2017년기준_비정규직_여_공통,C12_2017년기준_비정규직_합계_공통,C12_2018년기준_비정규직_남_공통,C12_2018년기준_비정규직_여_공통,C12_2018년기준_비정규직_합계_공통,C13_2017년기준_총종사자_남_공통,C13_2017년기준_총종사자_여_공통,C13_2017년기준_총종사자_합계_공통,C13_2018년기준_총종사자_남_공통,C13_2018년기준_총종사자_여_공통,C13_2018년기준_총종사자_합계_공통,C2_총종사자수_관리_공통,C2_총종사자수_생산_공통,C2_총종사자수_영업_공통,C2_총종사자수_연구개발(RnD)_공통,C2_총종사자수_기타_공통,C2_총종사자수_합계_공통,C3_학력별인력구성비_고졸이하_법인,C3_학력별인력구성비_전문대졸_법인,C3_학력별인력구성비_대졸_법인,C3_학력별인력구성비_석사_법인,C3_학력별인력구성비_박사_법인,C4_예상신규채용_신규채용의사_공통,C4_예상신규채용_2019년하반기_채용인원_공통,C4_예상신규채용_2020년_채용인원_공통,C4_예상신규채용_채용인원합계_공통,C41_신규채용희망학력_고졸이하_법인,C41_신규채용희망학력_전문대졸_법인,C41_신규채용희망학력_대졸_법인,C41_신규채용희망학력_석사_법인,C41_신규채용희망학력_박사_법인,C41_신규채용희망학력_합계_법인,C42_신규채용계획없는주요이유_법인,C42_신규채용계획없는주요이유_기타_사유_법인,C51_구인하기어려운직무_1순위_법인,C51_구인하기어려운직무_2순위_법인,C51_구인하기어려운직무_기타_법인,C52_구인하기어려운직급_1순위_법인,C52_구인하기어려운직급_2순위_법인,D1_지분_창업자_법인,D1_지분_임직원_법인,D1_지분_가족_법인,D1_지분_벤처캐피털_법인,D1_지분_엔젤및엑셀러레이터_법인,D1_지분_개인투자자_법인,D1_지분_합계_법인,D21_재무상태표_2017년_자산총계_공통,D21_재무상태표_2018년_자산총계_공통,D22_재무상태표_2017년_부채총계_공통,D22_재무상태표_2018년_부채총계_공통,D23_재무상태표_2017년_자본총계_공통,D23_재무상태표_2018년_자본총계_공통,D31_2017년_매출액_공통,D31_2018년_매출액_공통,D32_2017년_영업이익_공통,D32_2018년_영업이익_공통,D33_2017년_금융비용_공통,D33_2018년_금융비용_공통,D34_2017년_당기순이익_공통,D34_2018년_당기순이익_공통,D4_매출_대기업(B2B)_공통,D4_매출_12차벤더(B2B)_공통,D4_매출_중소기업(B2B)_공통,D4_매출(B2C)_공통,D4_매출(B2G)_공통,D4_매출_글로벌_공통,D4_매출_합계_공통,D51_연구개발(RnD)_경험여부_공통,D51_연구개발(RnD)_2018년총금액_공통,D52_융자_경험여부_공통,D52_융자_2018년총금액_공통,D53_보증서지원_경험여부_공통,D53_보증서지원_2018년총금액_공통,D54_기타지원_경험여부_공통,D54_기타지원_2018년총금액_공통,D55_합계_2018년총금액_공통,D5_개인사업자_향후법인전환의사여부_개인,D6_신규자금조달규모_법인,D6_신규자금조달_기업공개(IPO)_법인,D6_신규자금조달_캐피탈_법인,D6_신규자금조달_회사채_법인,D6_신규자금조달_정부지원금_법인,D6_신규자금조달_은행_법인,D6_신규자금조달_기타_법인,D6_신규자금조달_합계_법인,D7_투자액_국내설비_법인,D7_투자액_연구개발(RnD)_법인,D7_투자액_해외_법인,D7_투자액_기타_법인,D7_투자액_합계_법인,D8_스톡옵션상황_법인,D81_스톡옵션_실시주요목적_법인,D82_스톡옵션_활용안하는이유_법인,E1_공통_4차산업혁명과관계여부_공통,E11_분야별주력제품관련성_0_공통,E11_분야별주력제품관련성_1_공통,E11_분야별주력제품관련성_2_공통,E21_등록보유_특허권_공통,E21_등록보유_실용신안권_공통,E21_등록보유_디자인권_공통,E21_등록보유_상표권_공통,E21_등록보유_해외산업재산권_공통,E21_등록보유_합계_공통,E22_출원중_특허권_공통,E22_출원중_실용신안권_공통,E22_출원중_디자인권_공통,E22_출원중_상표권_공통,E22_출원중_해외산업재산권_공통,E22_출원중_합계_공통,E3_획득중인해외특허_0_법인,E3_획득중인해외특허_1_법인,E3_획득중인해외특허_2_법인,E4_제품및서비스구조_법인,E5_세계유일의기술보유여부_법인,E61_기술력수준비교_세계_법인,E62_기술력수준비교_국내_법인,E7_연구개발관련전담부서보유여부_법인,F11_개발역량_법인,F12_제조역량_법인,F13_마케팅역량_법인,F21_경쟁전략초점정도_원가우위수준_법인,F22_경쟁전략초점정도_고부가가치화수준_법인,F31_비즈니스모델혁신정도_명확한정리_법인,F32_비즈니스모델혁신정도_혁신_법인,F4_장기적성장전망성_법인,G1_자체브랜드보유여부_공통,G11_자체브랜드보유개수_공통,G2_영업및마케팅방식_0_공통,G2_영업및마케팅방식_기타_공통,G31_국내시장점유율_법인,G32_글로벌시장점유율_법인,G4_글로벌사업방식_법인,G41_해외지사설치여부_법인,G51_글로벌시장진출지역_0_법인,G51_글로벌시장진출지역_1_법인,G51_글로벌시장진출지역_2_법인,G51_글로벌시장진출지역_3_법인,G51_글로벌시장진출지역_4_법인,G51_글로벌시장진출지역_5_법인,G51_글로벌시장진출지역_6_법인,G51_글로벌시장진출지역_기타_법인,G52_직-간접수출지역_0_법인,G52_직-간접수출지역_1_법인,G52_직-간접수출지역_2_법인,G52_직-간접수출지역_3_법인,G52_직-간접수출지역_4_법인,G52_직-간접수출지역_5_법인,G52_직-간접수출지역_6_법인,G52_직-간접수출지역_기타_법인,G6_해외수출시애로사항_1순위_법인,G6_해외수출시애로사항_2순위_법인,G6_해외수출시애로사항_기타_법인,H1_선호협력기관_메인파트너_1순위_공통,H1_선호협력기관_메인파트너_2순위_공통,H11_협력활동유형_공통,H11_협렵활동도움정도_공통,H11_협력활동유형_기타_공통,H12_협력활동유형_공통,H12_협렵활동도움정도_공통,H12_협력활동유형_기타_공통,H13_협력활동유형_공통,H13_협렵활동도움정도_공통,H13_협력활동유형_기타_공통,H14_협력활동유형_공통,H14_협렵활동도움정도_공통,H14_협력활동유형_기타_공통,H15_협력활동유형_공통,H15_협렵활동도움정도_공통,H15_협력활동유형_기타_공통,H21_협력의사_공통,H21_협력희망분야_공통,H21_협력희망분야_기타_공통,H22_협력의사_공통,H22_협력희망분야_공통,H22_협력희망분야_기타_공통,H23_협력의사_공통,H23_협력희망분야_공통,H23_협력희망분야_기타_공통,H24_협력의사_공통,H24_협력희망분야_공통,H24_협력희망분야_기타_공통,H25_협력의사_공통,H25_협력희망분야_공통,H25_협력희망분야_기타_공통,I1_크라우드펀딩받은경험_법인,I2_엔젤투자자투자받은경험_법인,I3_밴처캐피탈투자받은경험_법인,I31_투자한벤처캐피탈역할_법인,I321_도움여부_법인,I321_도움정도_법인,I322_도움여부_법인,I322_도움정도_법인,I323_도움여부_법인,I323_도움정도_법인,I324_도움여부_법인,I324_도움정도_법인,I325_도움여부_법인,I325_도움정도_법인,I326_도움여부_법인,I326_도움정도_법인,I327_도움여부_법인,I327_도움정도_법인,I4_인수합병의향_법인,I5_인수합병응할의향_법인,I6_인수합병(MnA)환경개선을위해필요한것_1순위_법인,I6_인수합병(MnA)환경개선을위해필요한것_2순위_법인,J11_납품단가_법인,J11_단가변동폭_법인,J12_납품단가_법인,J12_단가변동폭_법인,J13_납품단가_법인,J13_단가변동폭_법인,J14_납품단가_법인,J14_단가변동폭_법인,J21_현재이익률_법인,J21_희망적정이익률_법인,J22_현재이익률_법인,J22_희망적정이익률_법인,J23_현재이익률_법인,J23_희망적정이익률_법인,J24_현재이익률_법인,J24_희망적정이익률_법인,J31_불공정거래경험여부_법인,J31_불공정거래심각성정도_법인,J32_불공정거래경험여부_법인,J32_불공정거래심각성정도_법인,J33_불공정거래경험여부_법인,J33_불공정거래심각성정도_법인,J34_불공정거래경험여부_법인,J34_불공정거래심각성정도_법인,J4_기업간거래시주요애로사항_1순위_법인,J4_기업간거래시주요애로사항_2순위_법인,K11_기술개발촉진효과_공통,K12_기업이미지제고등광고효과_공통,K13_세제혜택효과_공통,K14_우수인력확보에유리_공통,K15_입지선정시유리_공통,K16_자금조달및투자유인효과_공통,K17_정부지원제도참여에유리_공통,K18_창업관련규제완화효과_공통,K21_인수합병(MnA)활성화를위한제도개선_공통,K22_벤처관련규제완화_공통,K23_창업및기업가적능력개발을위한교육_공통,K24_기업가정신을고취하는사회분위기_공통,K25_벤처투자활성화_법인_공통,K31_실천하고있는사회적책임_0_법인,K31_실천하고있는사회적책임_1_법인,K31_실천하고있는사회적책임_기타_법인,K32_향후사회적책임실천할계획여부_법인,K41_신기술개발애로_공통,K42_개발된기술의사업화애로_공통,K43_국내판로개척애로_공통,K44_해외시장개척애로_공통,K45_필요인력의확보및유지관리애로_공통,K46_자금조달_운용등자금관리애로_공통,K47_기술유출_디자인및상표도용애로_공통,K48_업계내의과당경쟁및덤핑애로_공통,K49_법률회계세무관련지식부족애로_공통,K410_조직관리애로_공통,K411_환율변동애로_공통,K412_특허분쟁애로_공통,K413_각종규제애로_공통,K414_산-학-연간협력활동애로_공통,K415_불공정한시장질서애로_공통
769,개인,8.963,6,2,1,4,4,24,31,29294,1,2,경기,오정구,C29294,C,29,292,1995,4,1,,,,,,,,,,,,,,,,,,,,,,,1,2,5,,,6,,6,,,,,,,,,3,,,2,,,,,,,,,,,,,10,2,,,,8,2,10,9,2,11,0,0,0,0,0,0,8,2,10,9,2,11,2,2,0,7,0,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2766,2881,1147,1385,1619,1496,1315,1233,122,205,32,27,165,183,0,40,60,0,0,0,100,2,,2,,1,300,2,,300,2,,,,,,,,,,,,,,,,,2,,,,1,0,0,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,11,,1,8,,1,8,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,3,4,3,3,3,3,3,3,,,,,3,3,3,4,4,4,2,3,4,3,3,2,3,3,2
770,개인,9.22,5,2,1,4,3,18,23,29133,1,2,인천,남동구,C29133,C,29,291,2001,4,2,60,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,,6,,4,5,6,,,,,,,3,,,2,,,,,,,,,,,,,18,2,,,,8,1,9,12,1,13,0,0,0,0,0,0,8,1,9,12,1,13,2,4,0,4,3,13,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,7110,7032,2106,1453,5004,5578,3755,3850,1163,928,48,32,1124,901,30,0,68,0,2,0,100,2,,2,,2,,2,,,2,,,,,,,,,,,,,,,,,2,,,,5,0,1,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,3,3,3,3,3,3,2,3,,,,,3,3,3,3,4,3,3,4,3,3,2,2,3,2,2
771,개인,9.22,5,2,1,3,4,24,31,29131,1,4,경기,화성시,C29131,C,29,291,1995,3,1,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,,6,,4,,,,,,,,,3,,,2,,,,,,,,,,,,,10,2,,,,11,1,12,11,1,12,0,0,0,0,0,0,11,1,12,11,1,12,3,1,0,6,2,12,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,1394,1491,1208,1131,187,360,1168,1343,284,186,43,43,246,360,20,40,20,0,0,20,100,1,195,2,,2,,2,,195,2,,,,,,,,,,,,,,,,,2,,,,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,4,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,4,5,3,3,4,3,4,4,,,,,2,2,3,3,4,3,2,4,3,3,2,1,2,2,2
772,개인,8,4,1,3,4,4,25,38,28302,1,2,경남,김해시,C28302,C,28,283,1994,4,2,40,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,,2,,8,,,,,,,,,3,,,1,,,,,,,,,,,,,0,2,,,,3,4,7,3,4,7,0,0,0,0,0,0,3,4,7,3,4,7,0,3,0,3,1,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1386,1504,1289,1432,97,72,1328,1288,147,121,39,32,97,72,0,50,48,0,0,2,100,2,,2,,2,,2,,,2,,,,,,,,,,,,,,,,,2,,,,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,,8,3,,8,3,,3,3,,,,,2,,,2,,,1,3,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,4,4,3,3,3,3,3,3,,,,,4,4,4,5,4,5,3,3,3,3,3,3,3,3,3
773,개인,37.276,6,1,1,4,2,10,31,28429,1,2,경기,부천시,C28429,C,28,284,2009,4,1,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,,6,,4,5,,,,,,,,3,,,1,,,,,,,,,,,,,10,2,,,,3,2,5,3,2,5,0,0,0,0,0,0,3,2,5,3,2,5,1,1,0,2,1,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,215,200,168,199,48,1,2010,1476,411,302,5,14,395,312,0,0,39,0,0,61,100,2,,1,200,1,400,2,,600,2,,,,,,,,,,,,,,,,,2,,,,25,2,24,2,3,56,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,4,4,,,,,,,,,,,1,3,,1,10,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,4,4,3,3,4,3,4,4,,,,,4,4,4,3,4,4,4,4,4,4,5,4,3,3,3
774,개인,1,9,5,1,4,2,9,31,86102,2,2,경기,부천시,Q86102,Q,86,861,2010,4,4,,,,,,,,,,,,,,,,,,,,,,,1,4,2,5,의예과,6,,8,,,,,,,,의사,3,,,5,,,,,의사,,,,,,,,20,2,,,,23,72,95,26,67,93,0,4,4,2,6,8,23,76,99,28,73,101,11,0,26,0,64,101,,,,,,1,3,2,5,,,,,,,,,,,,,,,,,,,,,12077,11421,11147,10849,929,572,12397,13405,1397,1617,288,286,928,1157,0,100,0,0,0,0,100,2,,2,,2,,2,,,2,,,,,,,,,,,,,,,,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,2,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
775,개인,8,4,1,1,3,2,7,23,26519,1,2,인천,서구,C26519,C,26,265,2012,3,1,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,,6,,6,,,,,,,,,3,,,5,,,,,총괄,,,,,,,,9,2,,,,3,3,6,5,2,7,0,0,0,0,0,0,3,3,6,5,2,7,2,3,1,1,0,7,,,,,,1,3,3,6,,,,,,,,,,,,,,,,,,,,,3054,3055,2749,2628,305,428,1747,1666,153,213,41,116,112,97,0,0,97,3,0,0,100,2,,2,,2,,2,,,2,,,,,,,,,,,,,,,,,1,6,19,,3,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,,1,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,3,2,3,3,3,3,3,3,3,,,,,4,5,5,5,5,5,4,5,4,2,2,2,2,1,1
776,법인,4.143,4,3,1,4,4,30,31,26421,1,2,경기,화성시 향남읍,C26421,C,26,264,1989,4,1,,1,4,,,1,,,,,,,,,,,,,,,,,1,3,3,3,,6,,4,,,,,,,,,3,1,,2,,,,,,,,,,,,1,7,2,,,,28,4,32,34,4,38,0,0,0,0,0,0,28,4,32,34,4,38,5,12,8,3,10,38,50,11,37,2,0,1,2,2,4,2,1,1,0,0,4,,,5,6,,1,2,79,17,4,0,0,0,100,11819,11863,2366,2119,9454,9744,12942,9978,467,359,147,156,364,290,20,45,29,5,0,1,100,2,,2,,2,,1,18,18,,180,0,0,0,10,90,0,100,40,880,0,5,925,3,2,,2,,,,3,0,0,2,0,5,0,0,0,0,0,0,3,,,3,2,4,3,2,4,4,3,2,3,4,4,4,1,1,1,,20,1,1,1,7,,,,,,,중동,5,7,,,,,,중동,9,4,해외시장침체,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,5,1,2,,2,,2,,2,,20,30,10,30,10,30,10,30,,,,,,,,,6,11,4,5,4,3,4,4,4,4,3,4,4,4,4,7,,,2,4,2,3,3,4,5,4,3,2,2,3,4,4,3,3
777,법인,31.313,5,2,1,4,4,39,31,29199,1,2,경기,부천시,C29199,C,29,291,1980,4,2,20,2,4,,,1,,,,,,,,,,,,,,,,,1,2,5,,,6,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,3,5,1,1,0,1,19,2,21,20,2,22,0,0,0,0,0,0,19,2,21,20,2,22,3,16,1,2,0,22,68,14,18,0,0,1,1,2,3,0,0,3,0,0,3,,,5,6,,2,1,98,0,2,0,0,0,100,4776,4642,2650,2075,2126,2567,2821,4818,295,435,65,81,202,3,0,0,10,0,0,90,100,2,,1,500,1,300,2,,800,,1000,0,0,0,80,20,0,100,0,500,0,0,500,4,,2,1,20,,,6,0,0,0,0,6,2,0,0,0,1,3,3,,,3,2,3,3,3,4,3,3,3,3,3,3,3,1,1,3,,30,70,1,1,5,,,,,,,,5,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,2,,,,,2,,3,10,,,,,7,10,7,10,,,,,,,,,5,2,4,4,4,3,3,4,4,4,3,2,2,2,2,7,,,1,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3
778,법인,2.7,1,5,2,4,4,25,34,20423,1,2,충남,아산시,C20423,C,20,204,1994,4,1,,2,4,,,2,2,70,2,3,,10,없음,5,,,,,,,,,1,3,2,3,,10,모름,8,,,,,,,,모름,3,1,,3,,,,,,,,,,,,3,0,2,,,,40,67,107,39,65,104,4,5,9,2,9,11,44,72,116,41,74,115,27,68,10,7,3,115,57,4,36,3,0,2,,,,,,,,,,3,,5,4,,2,1,0,0,100,0,0,0,100,20307,21432,15925,16543,4381,4890,15161,14806,-939,-501,401,529,-1371,-789,0,20,70,0,0,10,100,2,,2,,2,,2,,,,679,0,0,0,0,91,9,100,129,389,0,0,518,4,,2,2,,,,6,0,0,156,0,162,0,0,2,4,0,6,3,,,3,2,5,5,2,3,3,2,4,3,3,3,3,2,,1,,20,12,3,2,,,,,,,,,3,4,,,,,,,7,5,,1,2,9,4,,10,4,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,1,2,,,2,,2,,2,,,,0,12,13,20,20,30,,,,,1,4,,,11,8,2,3,3,2,2,3,2,2,2,2,2,2,2,1,,,1,3,3,5,5,3,5,2,5,3,3,3,3,3,3,4
779,법인,11.067,6,3,1,4,4,22,31,29294,1,2,경기,부천시,C29294,C,29,292,1997,4,2,30,2,4,,,2,1,73,3,1,,6,,5,,,,,,,,,1,3,3,1,,6,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,1,6,2,,,,31,15,46,31,15,46,0,3,3,0,3,3,31,18,49,31,18,49,4,28,5,12,0,49,3,6,87,4,0,2,,,,,,,,,,1,,6,7,,2,1,0,36,0,0,0,64,100,19488,18854,14230,13425,5258,5430,22492,22617,787,550,272,313,307,172,52,10,10,0,20,8,100,2,,2,,2,,2,,,,1200,0,0,0,0,100,0,100,0,288,0,0,288,4,,1,1,20,,,3,1,0,0,0,4,0,0,0,0,0,0,3,,,3,2,3,3,2,3,4,3,4,4,3,3,3,2,,3,,5,40,1,2,,,,,,,,,2,1,6,,,,,,2,3,,1,2,3,4,,3,4,,,,,,,,,,,1,3,,1,3,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,4,2,2,,2,,2,,2,,13,20,13,20,13,20,10,15,,,,,,,,,5,11,3,3,4,3,4,4,3,4,4,3,3,3,4,4,,,1,4,4,3,3,3,4,3,4,3,3,3,4,3,3,3
780,법인,4.923,5,5,2,4,3,20,34,24132,1,3,충남,예산군,C24132,C,24,241,1999,4,1,,2,3,,,1,,,,,,,,,,,,,,,,,2,2,5,,,6,,1,2,,,,,,,,3,1,,3,,,,,,,,,,,,1,10,2,,,,120,48,168,109,42,151,0,0,0,0,0,0,120,48,168,109,42,151,25,119,5,2,0,151,50,15,30,5,0,1,5,20,25,20,0,5,0,0,25,,,6,5,,1,2,84,0,0,16,0,0,100,73708,68301,62452,59887,11255,8414,54395,48197,-4597,-894,2305,2515,-6497,-2842,0,0,80,0,0,20,100,2,,2,,2,,2,,,,,,,,,,,,0,139,0,0,139,4,,1,2,,,,2,0,0,0,0,2,0,0,0,0,0,0,3,,,2,2,3,3,2,4,4,4,3,3,4,4,4,2,,1,,90,30,1,2,,,,,,,,,1,3,4,,,,,,2,6,,,,,,,,,,,,,,,,,,,1,3,,2,,,2,,,2,,,2,,,2,2,1,1,,,,,,,,,,,,,,,2,2,1,3,,,,,2,,2,,,,,,20,25,20,25,,,,,,,,,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,1,3,3,3,3,4,4,3,3,2,2,3,2,2,4,3
781,법인,7.778,4,4,1,3,3,18,31,26429,1,4,경기,부천시,C26429,C,26,264,2001,3,1,,1,3,,,1,,,,,,,,,,,,,,,,,1,3,3,1,,5,,5,6,,,,,,,,3,1,,1,,,,,,,,,,,,3,15,2,,,,40,37,77,40,35,75,0,0,0,0,0,0,40,37,77,40,35,75,14,30,13,18,0,75,31,27,33,8,1,2,,,,,,,,,,4,,5,4,,2,1,85,0,0,0,0,15,100,18806,20659,9198,9666,9608,10993,13679,13498,1877,1548,168,198,1630,1386,20,0,0,10,0,70,100,2,,2,,1,1800,2,,1800,,1800,0,0,0,100,0,0,100,200,957,0,0,1157,3,1,,1,6,12,,18,0,10,3,3,34,2,0,0,0,0,2,1,,,2,2,2,2,2,5,4,4,3,4,4,4,4,1,1,3,,70,25,1,1,1,,,,,,,,1,2,3,4,7,6,7,중동,3,8,,1,2,3,2,,9,2,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,2,2,,,,,,3,10,10,10,,,,,15,15,,,,,,,1,1,11,4,4,4,3,3,3,3,4,3,2,3,3,3,3,1,4,,2,4,4,3,4,4,4,5,3,4,4,5,4,4,4,3
782,법인,36.705,6,2,1,4,3,18,31,29294,1,2,경기,부천시,C29294,C,29,292,2001,4,1,,2,4,,,1,,,,,,,,,,,,,,,,,1,3,5,,,6,,6,,,,,,,,,3,1,,1,,,,,,,,,,,,1,10,2,,,,16,2,18,17,2,19,0,0,0,0,0,0,16,2,18,17,2,19,4,14,1,0,0,19,79,21,0,0,0,2,,,,,,,,,,3,,6,7,,1,2,0,100,0,0,0,0,100,5304,5122,4630,4388,674,735,1866,2143,126,251,115,144,33,124,0,0,90,10,0,0,100,2,,2,,2,,2,,,,,,,,,,,,0,0,0,0,0,4,,3,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,4,4,5,4,3,2,3,2,1,1,2,2,,1,,10,0,4,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,2,1,,,,,3,9,,,,,,,10,20,,,,,,,1,2,,,11,9,4,3,3,3,4,3,3,3,2,3,3,3,3,7,,,2,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3
